,PrimaryPropertyType,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFAParking,ENERGYSTARScore,Latitude,Longitude,PropertyGFATotalLog,SiteEnergyUse(kBtu)Log,TotalGHGEmissionsLog
89,HOTEL,DOWNTOWN,1904,1.0,5.0,0.0,97.5,47.60478533,-122.33678836499999,5.280987889004646,6.827202732537026,2.1651180786335917
90,OTHER,DOWNTOWN,1998,1.0,6.0,0.0,72.0,47.608072765,-122.33683314999999,5.453471233722936,7.158467028655679,2.580895440888451
91,SOIN,BALLARD,1954,2.5,5.0,0.0,21.0,47.66739853,-122.37958789,5.455352002603828,7.817460195705484,3.2859145457208205
92,ECOLE,BALLARD,1991,1.0,2.0,0.0,92.0,47.670457795000004,-122.3622546,4.7443946978460065,6.193813834994729,1.037009385433377
93,OTHER,DOWNTOWN,2006,1.0,4.0,0.0,72.0,47.601350235,-122.32778254,4.786439071986559,6.994949655445206,2.295816886070701
94,OTHER,DOWNTOWN,1910,1.0,4.0,6910.0,72.0,47.59809294,-122.32282914999999,4.862250674597925,6.310326699740797,1.6492865367758038
95,HOTEL,MAGQUEE,1996,1.0,4.0,14200.0,75.5,47.62585576,-122.3469485,5.210109751420757,6.8948376734788335,2.3384110343234976
96,ECOLE,EAST,1990,1.0,4.0,0.0,91.0,47.575969285,-122.29324815,5.4617805615245585,6.94368054305838,2.246246941135028
97,ECOLE,EAST,1915,1.0,3.0,0.0,72.0,47.61495621,-122.32175525,4.801609488027319,6.462949893864778,1.8259207036181588
98,ECOLE,DELRIDGE,1970,14.0,2.0,0.0,72.0,47.54625247,-122.35156115000001,5.644508504266719,7.578223713232219,2.9309019596852623
99,BUREAU,EAST,2002,1.0,2.0,0.0,72.0,47.678358745,-122.26436509999999,4.983626287124535,7.211637322101236,2.348446044723066
100,OTHER,GREATER,1950,1.0,1.0,0.0,72.0,47.595000490000004,-122.32163635,4.828376288267298,6.845840587095788,2.317380799319544
101,ECOLE,CENTRAL,2008,1.0,3.0,0.0,61.0,47.605500230000004,-122.3016963,5.405727033516596,7.133168045722675,2.5597038090003243
102,ECOLE,EAST,2001,1.0,3.0,0.0,92.0,47.514742229999996,-122.25872935000001,4.896548262335219,6.393270039689357,1.741224469465857
103,ECOLE,CENTRAL,2002,1.0,3.0,0.0,81.0,47.61226694,-122.29084595,4.826035908916132,6.365178230833669,1.6074172367706208
104,ECOLE,GREATER,2000,1.0,3.0,0.0,89.0,47.52924251,-122.28874225999999,4.992805273794667,6.526302886912493,1.9463959046093433
105,BUREAU,GREATER,1958,1.0,1.0,0.0,72.0,47.538285125,-122.2840566,4.738503092005408,6.631940175916204,1.7810707506643326
106,OTHER,GREATER,2009,1.0,5.0,0.0,72.0,47.537760125,-122.2840266,4.953377885864353,6.297455257281724,2.0098679189925144
107,ECOLE,MAGQUEE,1980,1.0,2.0,0.0,72.0,47.65150333,-122.3613832,4.721076556698404,6.62900150537707,2.0203142855125154
108,RESIDENCE,MAGQUEE,2001,1.0,4.0,37500.0,88.5,47.650721329999996,-122.3635567,5.144885418287142,6.646726383568226,2.1009382177766716
109,ECOLE,NORTH,2011,1.0,2.0,0.0,96.0,47.707732805,-122.294578,5.374304662636898,6.913923209780257,2.327654025664774
110,OTHER,CENTRAL,1971,2.0,6.0,0.0,72.0,47.604368635,-122.3154117,5.399640845355607,7.129703662841456,2.6131036690018163
111,ECOLE,WEST,2002,1.0,3.0,0.0,96.5,47.687296755,-122.35990035,4.796060646280333,6.281641035893206,1.7119304618152955
112,BUREAU,GREATER,2007,1.0,3.0,0.0,20.0,47.5356623,-122.3181417,4.8062817498266925,6.517912465377845,1.7108946096083162
113,BOUTIQUE,NORTH,1951,1.0,1.0,0.0,98.0,47.70755796500001,-122.3261009,5.724307825943531,7.453075663995478,2.8716998803908482
114,OTHER,NORTH,1964,1.0,3.0,0.0,72.0,47.70642376,-122.32137739999999,4.734191551493303,6.871404353147886,2.3804120300305263
115,BOUTIQUE,NORTH,1965,1.0,4.0,0.0,75.5,47.70708746,-122.325600135,5.094617848571612,6.944506021210143,1.8176806413168136
116,SOIN,EAST,1953,3.5,10.0,0.0,11.5,47.662938260000004,-122.28142159999999,5.943988875073772,8.402276332543785,3.9082683122299917
117,OTHER,WEST,1996,1.0,3.0,0.0,73.0,47.70954433,-122.33457875,4.743838888510262,6.497067703474929,1.9142336926924308
118,ECOLE,BALLARD,1999,1.0,2.0,0.0,81.0,47.676698329999994,-122.37442909999999,5.3852397388498074,6.951352061996651,2.0841400510794204
119,Warehouse,EAST,1910,1.0,5.0,0.0,72.0,47.612310905,-122.3170971,4.928754202176653,6.098012158142989,1.6571747100066632
120,ECOLE,WEST,1970,11.0,2.0,111625.0,72.0,47.69907581,-122.3339221,5.841404524605829,7.562283381426157,2.601724883970526
121,ECOLE,EAST,1952,1.0,2.0,0.0,75.5,47.54644933,-122.28199965,5.238510273943824,6.8119229612445515,2.4176166771009386
122,ECOLE,DELRIDGE,1963,1.0,1.0,0.0,76.0,47.548340105,-122.36207095,5.162388143974675,6.7195444677879355,2.281053431651971
123,Warehouse,GREATER,1904,1.0,4.0,0.0,64.0,47.55046814,-122.31736605,5.05803483144039,6.281235079232999,1.7826968245668824
124,ECOLE,EAST,1960,1.0,2.0,0.0,87.5,47.523952115,-122.26593705,5.2651127598506875,6.9248032796149595,2.4928404260617487
125,ECOLE,BALLARD,1959,1.0,1.0,0.0,79.0,47.69689628,-122.3778526,5.2048522369282155,6.75392377361131,2.326376830173808
126,Warehouse,GREATER,1937,1.0,1.0,0.0,87.0,47.55901,-122.33328,5.3694830333532995,6.828937975038285,2.4733847711037713
127,BOUTIQUE,DELRIDGE,1966,1.0,1.0,0.0,74.0,47.521928705,-122.3665837,4.8128064402262885,6.451906571199437,1.5344258202795782
128,BOUTIQUE,DELRIDGE,1965,1.0,1.0,0.0,34.0,47.521928705,-122.3665837,4.830877247110405,6.972856960985469,2.5668908920694418
129,ECOLE,DELRIDGE,2010,1.0,2.0,0.0,95.0,47.529412105000006,-122.36588280000001,5.5657108999191545,7.088653440518748,2.4347028832560746
130,ECOLE,DELRIDGE,1958,1.0,1.0,0.0,86.0,47.517846985000006,-122.3707087,4.670218012791932,6.299302033473003,1.8299502122675977
131,ECOLE,CENTRAL,1963,1.0,3.0,0.0,67.0,47.59792434,-122.3039472,5.134138842060032,6.7352840018970435,2.251638220448212
132,OTHER,BALLARD,1973,1.0,3.0,0.0,72.0,47.67767,-122.39631,4.748188027006201,6.267467534772548,1.7733475419808231
133,ECOLE,EAST,2004,1.0,2.0,0.0,92.0,47.541856554999995,-122.27684458499999,4.828472993712464,6.322628850316505,1.6487935981523651
134,Warehouse,WEST,1969,1.0,2.0,0.0,72.0,47.54507042,-122.37736609999999,4.71673768233884,6.1067376465162395,1.643572052216992
135,ECOLE,LAKE,2010,1.0,3.0,0.0,78.0,47.6571451,-122.33780485,5.106449288514243,6.650594766641259,1.829547022550031
136,HOTEL,LAKE,1998,1.0,5.0,30000.0,80.5,47.629712135,-122.3290598,5.093141404751149,6.962195857035846,2.4761722483105535
137,OTHER,LAKE,1900,1.0,1.0,0.0,72.0,47.62759203,-122.3366096,4.731198998949478,6.871743135738435,2.3495606335397223
138,Warehouse,MAGQUEE,1926,1.0,2.0,0.0,72.0,47.626213705,-122.3408405,4.701498906881469,5.744261735236769,0.5876109001715262
139,HOTEL,MAGQUEE,1998,1.0,7.0,54341.0,76.5,47.627680014999996,-122.3405116,5.317344484105881,7.039472950013957,2.5132056704951595
140,ECOLE,BALLARD,1999,1.0,2.0,0.0,87.0,47.68363078,-122.37300245,4.82759540921197,6.366216740574506,1.66765142547393
141,BUREAU,WEST,1957,1.0,2.0,0.0,40.0,47.700099765000004,-122.34080449999999,4.9445835730997185,6.9688619102479334,2.2334792514492694
142,ECOLE,WEST,1991,1.0,3.0,0.0,97.0,47.540258645,-122.38849815,4.764310660617228,6.141436646171153,1.290028557995425
143,HOTEL,WEST,1968,1.0,4.0,0.0,71.5,47.70919709499999,-122.33226465,4.812197852034068,6.787229834290912,2.316552546014104
144,ECOLE,NORTH,1989,1.0,2.0,0.0,98.0,47.69820046,-122.321085,4.722568115354067,6.088947195586477,0.9324737646771533
145,ECOLE,GREATER,1925,1.0,1.0,0.0,87.0,47.53809,-122.29591,4.849800099205025,6.557075821134063,2.2275782202996
146,BUREAU,DOWNTOWN,1900,1.0,3.0,0.0,80.5,47.601054000000005,-122.335181,4.7003178967916455,6.204316704143066,1.4376951669535036
147,OTHER,GREATER,1999,1.0,6.0,327680.0,72.0,47.594897015,-122.33088435,6.200292229640889,7.777242604429176,2.9359474033324626
148,BOUTIQUE,GREATER,1924,1.0,2.0,0.0,72.0,47.571624235,-122.329804,5.253243477825284,6.986846092243313,1.9898139826519246
149,Warehouse,GREATER,1965,1.0,2.0,0.0,72.0,47.571624235,-122.329804,4.733581982984545,6.604404319052392,1.447736964493977
150,OTHER,GREATER,1999,1.0,3.0,0.0,72.0,47.591096145,-122.33275595,6.068974670053274,7.764432936936009,3.094027412949369
151,HOTEL,GREATER,2005,1.0,9.0,14567.0,62.5,47.592704995,-122.33370479999999,5.226468437129125,7.111264364225761,2.596752068481835
152,Warehouse,GREATER,1916,1.0,4.0,0.0,44.5,47.57485456,-122.3567521,4.900913067737669,6.317195405937531,1.1605428778813107
153,ECOLE,LAKE,1997,1.0,4.0,0.0,76.5,47.660012995,-122.33948219999999,5.382135961710359,6.893820324284493,2.4268756366796627
154,BUREAU,GREATER,1980,15.0,2.0,31874.0,72.0,47.524346019999996,-122.3119472,5.524224707497805,7.723183627737811,2.861592712391969
155,OTHER,NORTH,2008,1.0,6.0,335109.0,72.0,47.70264325,-122.325063105,5.623092088709095,6.968708655539402,2.212715066111178
156,RESIDENCE,MAGQUEE,2002,1.0,4.0,19589.5,72.0,47.62391213,-122.35760156500001,5.044480962032969,7.0246218631885675,1.9648129612192593
157,HOTEL,DOWNTOWN,1999,1.0,0.0,0.0,72.0,47.61271372,-122.333615885,5.970482630159081,7.809062508863525,3.203620085325669
158,SOIN,CENTRAL,1990,3.5,5.0,0.0,39.5,47.607078314999995,-122.31022135,5.776351719601702,8.147674979246428,3.682599044831964
159,ECOLE,DELRIDGE,1999,1.0,1.0,0.0,88.0,47.52539102,-122.3484934,4.855603946870416,6.360999646854349,1.5201003049806743
160,Warehouse,LAKE,1991,1.0,3.0,8161.0,91.0,47.650956820000005,-122.34225384999999,4.87735406590471,5.726273630689477,0.9605720895709406
161,SOIN,EAST,2000,5.0,8.0,0.0,29.5,47.603930655,-122.32323489999999,6.0639676336450785,8.469009444985051,4.031714598086653
162,SOIN,DOWNTOWN,1999,1.0,5.0,12611.0,72.0,47.59626259,-122.3218733,5.011976215712509,7.0153514018525875,2.291397238263163
163,ECOLE,WEST,2002,1.0,2.0,0.0,82.0,47.576704225,-122.38462390000001,5.3201068029998035,6.89536728407353,2.28144524126876
164,ECOLE,EAST,1928,1.0,2.0,0.0,91.0,47.665585855,-122.31384335,4.745488580141146,6.220457678331096,1.9437931680302833
165,HOTEL,EAST,1931,1.0,16.0,0.0,47.5,47.66153763,-122.3145899,5.0288151698468875,7.0795925004911755,2.670592292574792
166,BUREAU,NORTH,1972,1.0,5.0,0.0,62.5,47.718938730000005,-122.29475445,4.705513057497532,6.490754830220551,1.666134394665891
167,CULTE,EAST,1952,1.0,2.0,0.0,47.5,47.66179443,-122.31116685,4.75413419409619,6.379178364704132,1.9172869693612187
168,CULTE,EAST,1952,1.0,3.0,0.0,41.0,47.662614485,-122.31155770000001,5.012837224705172,6.686584096166527,2.1679232718357087
169,ECOLE,EAST,2006,1.0,3.0,0.0,79.5,47.677345585,-122.31291905,5.430231515347259,7.016590455867762,2.3180269287300286
170,ECOLE,EAST,2001,1.0,3.0,0.0,78.5,47.671495405,-122.29201409999999,4.876067659620969,6.430399247076172,1.8454539582750815
171,ECOLE,MAGQUEE,2003,1.0,3.0,0.0,87.5,47.640710205000005,-122.36560879999999,4.876298685762493,6.364545896040863,1.6146398037058738
172,ECOLE,WEST,2005,1.0,3.0,0.0,91.5,47.5726949,-122.39097605,5.130069894662126,6.579496869533125,1.8282986337626028
173,ECOLE,CENTRAL,1991,1.0,2.0,0.0,65.0,47.590987165,-122.29898905,4.808980268943034,6.371837746865239,1.2151020493158744
174,ECOLE,WEST,1927,1.0,3.0,0.0,74.5,47.677256995,-122.32232834999999,4.965845842209628,6.681527746733371,2.3209997832268567
175,OTHER,DOWNTOWN,1914,1.0,7.0,0.0,72.0,47.61103601,-122.332384915,5.109801204936387,6.799284622211043,1.754067296949862
176,RESIDENCE,DOWNTOWN,1913,1.0,9.0,0.0,73.5,47.60782778,-122.3325662,5.031699243189516,6.741025094525613,2.3781476091863367
177,OTHER,DOWNTOWN,1955,1.0,15.0,0.0,72.0,47.60691324,-122.3347397,5.363386313749419,7.798847601395849,2.642167641174659
178,ECOLE,GREATER,2007,1.0,3.0,0.0,94.0,47.551969670000005,-122.3138568,5.311671231318559,6.9074439391835245,2.329862782364442
179,OTHER,MAGQUEE,1973,1.0,1.0,0.0,72.0,47.638027665,-122.3787347,4.881304752932325,6.488547611852381,1.9566116568596172
180,SOIN,MAGQUEE,1927,1.0,5.0,39000.0,4.0,47.619834080000004,-122.36049704999999,5.278753600952829,7.377694679092121,2.695081588312192
181,HOTEL,DOWNTOWN,1961,1.0,4.0,0.0,10.5,47.612428685,-122.35146660000001,5.087458415388912,7.393526183131478,3.007789032757227
182,OTHER,DOWNTOWN,1995,4.0,3.0,0.0,72.0,47.611288125,-122.34898342,5.333398904900409,7.392492042522029,2.812510074499018
183,HOTEL,DOWNTOWN,2003,1.0,8.0,38800.0,26.0,47.610682569999994,-122.3465391,5.405300247027656,7.434846980317966,2.897453836463491
184,OTHER,DOWNTOWN,1980,1.0,2.0,0.0,72.0,47.60727392,-122.342090765,4.841359470454855,7.183173327642768,2.482087522674923
185,RESIDENCE,DOWNTOWN,1900,1.0,1.0,0.0,72.0,47.604109625,-122.33959105,4.798650645445269,6.910359127012309,2.450477654775586
186,BUREAU,DOWNTOWN,1914,1.0,4.0,0.0,98.0,47.602716085,-122.33557446,4.677054219573701,6.1387745070602895,1.6509543197170273
187,Warehouse,GREATER,2008,1.0,4.0,0.0,72.0,47.59471814,-122.32448445,5.308572949978216,6.577799529160388,1.4211100048843077
188,BUREAU,DOWNTOWN,1968,1.0,3.0,26731.0,27.0,47.61750959,-122.35077265999999,5.003176079492774,7.001214489746186,1.8445366674176755
189,BUREAU,DOWNTOWN,1981,1.0,4.0,18037.0,58.0,47.617006905,-122.34985444,4.895773497443933,6.6917775482861686,1.8117211922127776
190,BUREAU,DOWNTOWN,1978,1.0,12.0,21790.0,37.5,47.616054595,-122.34585274,5.3692158574101425,7.27685363174553,2.168671326521923
191,BOUTIQUE,DOWNTOWN,1989,1.0,4.0,0.0,91.0,47.61171108,-122.33681575,5.045624141684631,6.995579215256692,1.8389120274059987
192,BUREAU,DOWNTOWN,1989,1.0,25.0,0.0,72.5,47.611961375,-122.336807165,5.568197028966136,7.394782926259248,2.2381074215701378
193,BOUTIQUE,DOWNTOWN,1925,1.0,10.0,0.0,92.5,47.6123846,-122.33607534500001,5.841015152493763,7.604740677556146,2.5970479754508755
194,BUREAU,DOWNTOWN,1976,1.0,33.0,0.0,89.0,47.613199645,-122.33435199499999,5.898393850855056,7.609052726900947,2.4731124517207785
195,BUREAU,DOWNTOWN,2000,1.0,23.0,205076.0,89.0,47.613869515000005,-122.33515488,5.873754679294717,7.499108858968316,2.564525127628942
196,BUREAU,DOWNTOWN,1926,1.0,10.0,7757.0,91.0,47.61367291,-122.33651777,4.802150904142545,6.516820112931934,2.2068538576648793
197,BUREAU,DOWNTOWN,1930,1.0,17.0,30000.0,91.5,47.613831485000006,-122.335735935,5.311308746000808,6.883227198359904,1.9891740734562102
198,BUREAU,DOWNTOWN,1916,1.0,5.0,0.0,62.0,47.61244316,-122.33825484,4.86569014305721,6.568891546486388,1.4121674610442725
199,BUREAU,DOWNTOWN,1969,1.0,20.0,32334.0,92.5,47.614051125,-122.337203305,5.424638298254354,7.13870030266388,2.7290036566554017
200,BUREAU,DOWNTOWN,2009,1.0,25.0,228668.0,95.5,47.615823805000005,-122.33731972999999,5.879693841691489,7.411662726871306,2.329504813486865
201,BUREAU,DOWNTOWN,1968,1.0,12.0,0.0,89.5,47.616572274999996,-122.341550455,5.313867220369153,6.950367344653035,2.3523963357601785
202,BUREAU,DOWNTOWN,2009,1.0,36.0,154972.0,97.0,47.615757869999996,-122.33595776499999,5.916394459292137,7.590600492034176,2.4339246240665355
203,BUREAU,DOWNTOWN,1990,1.0,16.0,141600.0,94.0,47.615466685,-122.333413455,5.682000588480324,7.249446543122225,2.113263544848988
204,OTHER,DOWNTOWN,2004,1.0,11.0,68432.0,72.0,47.61598103,-122.334480145,5.475772850718036,7.803168755808614,3.2952054595220903
205,BUREAU,DOWNTOWN,1900,1.0,7.0,0.0,83.0,47.602634155000004,-122.333164435,4.95206559018505,6.6027405964487675,1.7086944891927305
206,BUREAU,DOWNTOWN,1900,1.0,6.0,0.0,60.5,47.602038455,-122.333785375,4.951118859154526,6.648506250196409,1.5372922678377248
207,BUREAU,DOWNTOWN,1922,1.0,15.0,0.0,86.5,47.603548685,-122.33257361,5.589875910149145,7.288337456331581,2.324299800143758
208,BUREAU,DOWNTOWN,1929,1.0,22.0,0.0,98.0,47.604028220000004,-122.33463753000001,5.584672644643125,6.998334020633562,1.8416501889333396
209,BUREAU,DOWNTOWN,1958,1.0,17.0,84600.0,68.5,47.60380181,-122.33435965999999,5.578094568125386,7.401221592666384,2.954587269386683
210,BUREAU,DOWNTOWN,1983,1.0,47.0,0.0,93.5,47.60514202,-122.33446353,6.121577898382526,7.652041639623949,2.5056139492129077
211,BUREAU,DOWNTOWN,1986,1.0,41.0,129432.0,83.0,47.60550052000001,-122.33507477500001,5.770793856453582,7.404715823656828,2.248038542811148
212,BUREAU,DOWNTOWN,1950,1.0,6.0,1392.0,72.0,47.605397525,-122.3357541,4.959475469800412,6.319564965220158,1.71939568390549
213,BUREAU,DOWNTOWN,1968,1.0,8.0,62993.0,85.0,47.605760090000004,-122.336517275,5.198494883411798,6.536300281927801,1.3796302749458147
214,BUREAU,DOWNTOWN,1991,1.0,29.0,197231.0,96.0,47.606126715,-122.336731665,5.802980906146484,7.262115872217461,2.14466719158208
215,BUREAU,DOWNTOWN,1958,1.0,6.0,25920.0,72.0,47.606217810000004,-122.33575318,5.237649283003336,7.615376610310387,2.5572244567267832
216,BUREAU,DOWNTOWN,1980,1.0,34.0,162604.0,79.0,47.606372105,-122.335298335,5.890287971284626,7.495829309018669,2.3499959612210137
217,BUREAU,DOWNTOWN,1972,1.0,14.0,23775.0,95.0,47.60669591,-122.33454302999999,5.2713024681793295,6.985456204612829,2.3394713152101203
218,BUREAU,DOWNTOWN,1969,1.0,49.0,368980.0,88.5,47.60624374,-122.333786045,6.050547949956792,7.664126609820065,2.822955489798709
219,BUREAU,DOWNTOWN,2002,1.0,37.0,164420.0,93.0,47.60557774,-122.33290173500001,6.022209312747885,7.617358202387043,2.4606812348946585
220,BUREAU,DOWNTOWN,1973,1.0,42.0,171500.0,53.5,47.606108065,-122.33171910499999,5.790766351861076,7.708227224031798,2.6949826829096373
221,BUREAU,DOWNTOWN,1907,1.0,8.0,0.0,89.5,47.604876919999995,-122.33267678,5.304231942185673,6.969384360151389,2.2514019149666993
222,BUREAU,DOWNTOWN,1990,1.0,63.0,159600.0,85.5,47.604960385,-122.329397935,6.10472182851896,7.800211051139172,2.644011339283521
223,BUREAU,DOWNTOWN,2001,1.0,14.0,0.0,72.0,47.604123369999996,-122.32898161,5.4920476173475254,7.3318974584371555,2.5810722714216316
224,BUREAU,DOWNTOWN,2003,1.0,8.0,30660.0,69.5,47.60370191,-122.329851255,5.300008202553813,7.1203632506385865,2.476329839850422
225,BUREAU,DOWNTOWN,2006,1.0,13.0,52703.0,98.0,47.602312585,-122.328505175,5.570825372930085,7.159877338686622,2.3522150974043843
226,BUREAU,DOWNTOWN,1909,1.0,7.0,8296.0,98.5,47.601890935,-122.32835846500001,5.058407042640009,6.464980025980271,1.843066017103579
227,BOUTIQUE,EAST,1978,1.0,2.0,0.0,83.0,47.66037555,-122.3128052,4.950364854376123,6.804491733712419,1.9086571625214646
228,BUREAU,EAST,1971,1.0,23.0,0.0,77.0,47.66072,-122.31466,5.67627831703281,7.454088926300271,2.2974103088973914
229,OTHER,EAST,1969,1.0,5.0,0.0,96.0,47.6606,-122.31512,4.556302500767287,7.477678097401699,2.3209974167942207
230,BUREAU,EAST,1961,1.0,5.0,0.0,66.5,47.660978225,-122.31626270000001,4.99565712810842,6.719604844789352,2.1629406017499484
231,BUREAU,EAST,2002,1.0,6.0,44248.0,90.0,47.660545295,-122.31691674999999,5.130497804316687,6.6254377736456505,1.4688191671807842
232,BUREAU,EAST,2002,1.0,5.0,82720.0,93.0,47.660260234999996,-122.31740855,5.34370196352821,6.823630077747728,1.6669603447875734
233,Warehouse,DOWNTOWN,1964,1.0,5.0,0.0,72.0,47.61577888,-122.33233693,4.971554153446061,5.931755814668458,0.7751429236959447
234,BUREAU,DOWNTOWN,1980,1.0,18.0,64660.0,80.5,47.616220405,-122.330779,5.616701267328026,7.374679435794199,2.22473085604242
235,RESIDENCE,DOWNTOWN,2000,1.0,11.0,195621.0,89.5,47.617794755,-122.330938335,5.581359053154938,6.9903921755941845,1.8635745951679383
236,BUREAU,DOWNTOWN,1988,1.0,20.0,118744.0,69.0,47.6167759,-122.32977656,5.696804433331998,7.420984989187847,2.2863157935136966
237,BUREAU,DOWNTOWN,1979,1.0,24.0,116721.0,77.5,47.614255055,-122.342337945,5.735499894818967,7.407776013074342,2.251091296264719
238,RESIDENCE,DOWNTOWN,1980,1.0,4.0,38700.0,72.0,47.617849344999996,-122.35454749499999,5.028331043756609,6.8800641523464945,1.9206086000334035
239,BUREAU,DOWNTOWN,1982,1.0,6.0,124216.0,65.0,47.618280055,-122.352318255,5.5983811800821455,7.311652619310781,2.154977340639587
240,BUREAU,DOWNTOWN,2002,1.0,6.0,83591.0,77.0,47.616017264999996,-122.34370092500001,5.458594039720533,7.14393754548549,2.0641020852271685
241,BUREAU,DOWNTOWN,1947,1.0,3.0,48512.0,94.0,47.617562645,-122.34436849,5.2847239246361575,6.724172495888309,1.6146213468744435
242,BUREAU,DOWNTOWN,1984,1.0,8.0,61986.0,10.0,47.61778801,-122.35667766,5.403297292830021,7.4132017934746095,2.2565284753372223
243,BOUTIQUE,WEST,1956,1.0,1.0,0.0,57.0,47.701874135,-122.36405890500001,4.7844746437625165,7.139838748362685,2.550506589448638
244,BUREAU,DOWNTOWN,1900,1.0,5.0,0.0,77.0,47.60227483,-122.33202181,4.7004960366683255,6.4746379543457415,1.3608420496237836
245,BUREAU,DOWNTOWN,1912,1.0,42.0,0.0,77.0,47.601930775,-122.331902145,5.483367598221955,7.329558753443877,2.8232604251678612
246,Warehouse,GREATER,1977,1.0,1.0,0.0,97.0,47.540493095,-122.330193735,5.109915863023793,6.26460291287448,1.906636188211928
247,BUREAU,DOWNTOWN,1927,1.0,8.0,0.0,77.5,47.608817875,-122.33466426499999,5.507781684625312,7.1203553020545876,2.4877324688551994
248,BUREAU,DOWNTOWN,1964,1.0,22.0,0.0,76.0,47.608367875,-122.334249265,5.526765607288962,7.287923622399852,2.74411842917469
249,BUREAU,DOWNTOWN,1960,1.0,21.0,0.0,73.5,47.608502875,-122.33566426499999,5.474836657824188,7.459501807554836,3.0360271973111694
250,BUREAU,DOWNTOWN,1976,1.0,42.0,0.0,62.5,47.608560885,-122.334577635,5.803336916895595,7.719811657334294,2.563127588596882
251,HOTEL,DOWNTOWN,1923,1.0,12.0,0.0,33.5,47.608100885,-122.334127635,5.734243608607314,7.7809057720505805,3.4392965104962547
252,BOUTIQUE,EAST,1980,1.0,2.0,0.0,82.0,47.579508155,-122.29812086999999,5.465293603686642,7.065009666781483,2.1901529945014575
253,RESIDENCE,GREATER,1970,1.0,1.0,0.0,26.5,47.527985775,-122.294179635,4.946452265013073,6.726390742618003,2.1117225953500114
254,Warehouse,WEST,1960,1.0,1.0,0.0,94.5,47.72934643,-122.34659938,4.718593022270426,6.0077270655202355,1.7164300312470648
255,OTHER,LAKE,2009,1.0,5.0,69710.0,72.0,47.623218539999996,-122.330060585,5.149622418787764,6.4762000023147905,1.319532718969075
256,BUREAU,LAKE,2001,1.0,5.0,70067.0,52.0,47.623400605,-122.32944847,5.2468234415297905,6.7962719048468045,1.6396080648115192
257,Warehouse,BALLARD,1973,1.0,1.0,0.0,3.0,47.657869335,-122.36798739,4.720159303405957,6.567168484203098,1.8247725888437931
258,Warehouse,BALLARD,1959,1.0,2.0,0.0,54.5,47.665994080000004,-122.38512742500001,4.75815462196739,6.658386425044165,2.1908722353037473
259,BUREAU,DOWNTOWN,1916,1.0,6.0,0.0,89.5,47.61446943999999,-122.35310275,5.544452534927831,7.26346197959498,2.2029706464333105
260,BUREAU,DOWNTOWN,1988,1.0,55.0,285000.0,93.0,47.60722629,-122.33613145000001,6.146128035678238,7.718894374381717,2.7628095797167704
261,BUREAU,DOWNTOWN,1906,1.0,6.0,25920.0,45.0,47.60679898,-122.3371001,4.992862671389028,6.8146395494240695,1.6743098889414771
262,HOTEL,DOWNTOWN,1930,1.0,21.0,0.0,59.5,47.60970107,-122.333700265,5.485079445340066,7.517494710271869,3.1613834880766136
263,BUREAU,DOWNTOWN,1989,1.0,46.0,512608.0,89.5,47.610509910000005,-122.33460085,6.18656252464916,7.7498033136873286,2.724636214214225
264,BUREAU,DOWNTOWN,1958,1.0,10.0,0.0,88.5,47.61002741,-122.33452455,5.133276975371332,6.8094984043837865,2.2850454935848243
265,BOUTIQUE,DOWNTOWN,1914,1.0,4.0,0.0,29.5,47.61151681,-122.3361182,4.902856490950236,6.7373687404542135,1.5806474574035216
266,BUREAU,DOWNTOWN,1921,1.0,4.0,0.0,70.5,47.611585985000005,-122.33526265,5.104719219282532,6.888456664024688,2.1556718764047815
267,BUREAU,DOWNTOWN,1983,1.0,29.0,0.0,91.0,47.611243285,-122.33496573,5.698970004336019,7.278726284019005,2.122038315462178
268,BUREAU,DOWNTOWN,1926,1.0,10.0,0.0,68.5,47.610088250000004,-122.33611793,5.1216451846798625,6.802014968123562,1.8371729627152191
269,BUREAU,DOWNTOWN,1984,1.0,6.0,13200.0,42.5,47.610319219999994,-122.3356949,5.040720983601194,6.868989424414437,1.7122984994276553
270,HOTEL,DOWNTOWN,1973,1.0,19.0,59280.0,7.0,47.60990184,-122.335804,5.521225718627579,7.563060285413709,3.1285995151299217
271,BUREAU,DOWNTOWN,1910,1.0,10.0,0.0,49.0,47.609882825,-122.33684625500001,5.115653772571416,7.05467969966789,2.4643448154665992
272,BUREAU,DOWNTOWN,1920,1.0,8.0,0.0,35.0,47.609519254999995,-122.33648604000001,4.782902405974645,6.435783138080849,1.2791633277034007
273,BUREAU,DOWNTOWN,1929,1.0,14.0,0.0,89.0,47.609105944999996,-122.33677744,5.137828663756581,6.810995347807415,2.316966700320317
274,BUREAU,DOWNTOWN,1929,1.0,15.0,0.0,84.0,47.60926626,-122.33628067000001,5.179089101583763,6.797518325797762,2.3977780012299093
275,BUREAU,DOWNTOWN,1985,1.0,30.0,134662.0,69.5,47.61034229,-122.33756395,5.8779469516291885,7.74482754489102,2.996576416606137
276,BUREAU,DOWNTOWN,1906,1.0,4.0,0.0,64.5,47.609869425,-122.33896659999999,4.803047210491129,6.574168812708937,1.8684016367705047
277,BUREAU,DOWNTOWN,1927,1.0,10.0,0.0,76.0,47.609849475000004,-122.33829037999999,5.116916421625918,6.859619075650187,1.7029640291251253
